IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
23.105.197.36,443,true,LAX,北美洲,美国洛杉矶,143 ms,12395 kB/s
176.122.132.65,1991,true,LAX,北美洲,美国洛杉矶,144 ms,12354 kB/s
144.34.250.149,443,true,LAX,北美洲,美国洛杉矶,143 ms,11545 kB/s
104.194.74.147,443,true,LAX,北美洲,美国洛杉矶,144 ms,11506 kB/s
144.34.166.138,34567,true,LAX,北美洲,美国洛杉矶,143 ms,11442 kB/s
66.112.219.106,443,true,LAX,北美洲,美国洛杉矶,143 ms,11395 kB/s
89.208.251.72,443,true,LAX,北美洲,美国洛杉矶,143 ms,11285 kB/s
107.182.23.86,443,true,LAX,北美洲,美国洛杉矶,148 ms,11282 kB/s
162.211.230.230,443,true,AMS,欧洲,荷兰阿姆斯特丹,189 ms,9895 kB/s
104.224.158.29,8443,true,LAX,北美洲,美国洛杉矶,144 ms,9731 kB/s
162.211.230.230,8443,true,AMS,欧洲,荷兰阿姆斯特丹,185 ms,9632 kB/s
144.34.225.151,2055,true,FRA,欧洲,德国法兰克福,143 ms,9616 kB/s
162.211.230.230,443,true,AMS,欧洲,荷兰阿姆斯特丹,190 ms,9398 kB/s
64.64.234.188,443,true,LAX,北美洲,美国洛杉矶,173 ms,9226 kB/s
144.34.250.149,88,true,LAX,北美洲,美国洛杉矶,144 ms,9225 kB/s
74.121.149.49,443,true,EWR,北美洲,美国纽瓦克,198 ms,9102 kB/s
64.64.238.148,587,true,LAX,北美洲,美国洛杉矶,158 ms,9012 kB/s
74.121.149.49,443,true,EWR,北美洲,美国纽瓦克,198 ms,8775 kB/s
45.62.105.168,8080,true,SJC,北美洲,美国圣何塞,174 ms,8628 kB/s
74.211.104.182,443,true,LAX,北美洲,美国洛杉矶,171 ms,8164 kB/s
216.24.184.56,443,true,LAX,北美洲,美国洛杉矶,172 ms,8132 kB/s
74.121.150.129,8443,true,EWR,北美洲,美国纽瓦克,198 ms,8114 kB/s
173.242.113.185,443,true,LAX,北美洲,美国洛杉矶,169 ms,8064 kB/s
74.211.105.3,8443,true,LAX,北美洲,美国洛杉矶,159 ms,7784 kB/s
104.129.181.152,443,true,YVR,北美洲,Vancouver,155 ms,7682 kB/s
104.129.180.71,39738,true,YVR,北美洲,Vancouver,152 ms,7506 kB/s
192.69.94.252,443,true,LAX,北美洲,美国洛杉矶,161 ms,7505 kB/s
199.19.111.78,443,true,LAX,北美洲,美国洛杉矶,145 ms,7490 kB/s
173.242.123.189,51042,true,LAX,北美洲,美国洛杉矶,184 ms,7486 kB/s
64.64.234.88,443,true,LAX,北美洲,美国洛杉矶,176 ms,7474 kB/s
64.64.249.39,587,true,LAX,北美洲,美国洛杉矶,166 ms,7430 kB/s
74.211.98.99,443,true,LAX,北美洲,美国洛杉矶,154 ms,7423 kB/s
64.64.231.237,9443,true,LAX,北美洲,美国洛杉矶,178 ms,7387 kB/s
74.211.100.81,8443,true,LAX,北美洲,美国洛杉矶,172 ms,7372 kB/s
65.49.234.18,9443,true,YVR,北美洲,Vancouver,148 ms,7340 kB/s
138.128.192.63,443,true,SJC,北美洲,美国圣何塞,180 ms,7258 kB/s
199.180.116.11,443,true,LAX,北美洲,美国洛杉矶,173 ms,7236 kB/s
67.230.168.204,80,true,LAX,北美洲,美国洛杉矶,143 ms,7189 kB/s
67.230.170.153,443,true,LAX,北美洲,美国洛杉矶,143 ms,7137 kB/s
172.93.47.89,587,true,LAX,北美洲,美国洛杉矶,147 ms,7034 kB/s
74.211.110.47,2443,true,LAX,北美洲,美国洛杉矶,165 ms,6945 kB/s
98.142.137.233,443,true,LAX,北美洲,美国洛杉矶,176 ms,6791 kB/s
199.193.125.72,443,true,LAX,北美洲,美国洛杉矶,145 ms,6701 kB/s
74.121.151.220,443,true,EWR,北美洲,美国纽瓦克,200 ms,6688 kB/s
174.137.49.121,587,true,SJC,北美洲,美国圣何塞,167 ms,6662 kB/s
172.93.46.36,8443,true,LAX,北美洲,美国洛杉矶,175 ms,6650 kB/s
74.211.99.50,443,true,LAX,北美洲,美国洛杉矶,157 ms,6628 kB/s
138.128.192.63,443,true,SJC,北美洲,美国圣何塞,201 ms,6574 kB/s
80.251.217.143,443,true,LAX,北美洲,美国洛杉矶,170 ms,6569 kB/s
65.49.200.32,2238,true,LAX,北美洲,美国洛杉矶,143 ms,6566 kB/s
162.211.229.68,443,true,AMS,欧洲,荷兰阿姆斯特丹,188 ms,6467 kB/s
199.180.119.186,443,true,LAX,北美洲,美国洛杉矶,174 ms,6452 kB/s
162.211.230.184,443,true,AMS,欧洲,荷兰阿姆斯特丹,189 ms,6450 kB/s
199.180.113.31,443,true,LAX,北美洲,美国洛杉矶,144 ms,6421 kB/s
45.62.110.186,443,true,SJC,北美洲,美国圣何塞,176 ms,6417 kB/s
45.62.96.119,27015,true,LAX,北美洲,美国洛杉矶,185 ms,6411 kB/s
80.251.209.17,443,true,LAX,北美洲,美国洛杉矶,155 ms,6382 kB/s
67.230.176.98,443,true,LAX,北美洲,美国洛杉矶,143 ms,6375 kB/s
212.50.231.121,2052,true,LAX,北美洲,美国洛杉矶,191 ms,6375 kB/s
138.128.192.254,2053,true,SJC,北美洲,美国圣何塞,199 ms,6341 kB/s
104.129.181.152,443,true,YVR,北美洲,Vancouver,137 ms,6309 kB/s
162.211.229.55,49200,true,AMS,欧洲,荷兰阿姆斯特丹,194 ms,6238 kB/s
172.93.47.89,587,true,LAX,北美洲,美国洛杉矶,147 ms,6163 kB/s
199.19.104.142,1443,true,LAX,北美洲,美国洛杉矶,187 ms,6125 kB/s
174.137.61.42,443,true,SJC,北美洲,美国圣何塞,187 ms,6053 kB/s
162.219.123.28,443,true,LAX,北美洲,美国洛杉矶,172 ms,5996 kB/s
173.242.121.171,443,true,LAX,北美洲,美国洛杉矶,145 ms,5871 kB/s
173.242.116.220,443,true,LAX,北美洲,美国洛杉矶,144 ms,5859 kB/s
173.242.113.185,443,true,LAX,北美洲,美国洛杉矶,155 ms,5830 kB/s
162.219.123.28,443,true,LAX,北美洲,美国洛杉矶,148 ms,5818 kB/s
212.50.231.162,443,true,LAX,北美洲,美国洛杉矶,165 ms,5771 kB/s
98.142.137.233,443,true,LAX,北美洲,美国洛杉矶,147 ms,5751 kB/s
45.62.106.156,443,true,SJC,北美洲,美国圣何塞,158 ms,5727 kB/s
104.244.93.161,443,true,EWR,北美洲,美国纽瓦克,221 ms,5714 kB/s
67.218.135.8,54321,true,LAX,北美洲,美国洛杉矶,147 ms,5692 kB/s
98.142.142.179,587,true,LAX,北美洲,美国洛杉矶,147 ms,5678 kB/s
45.62.106.243,443,true,LAX,北美洲,美国洛杉矶,159 ms,5612 kB/s
98.142.143.170,10040,true,LAX,北美洲,美国洛杉矶,150 ms,5598 kB/s
74.211.109.226,443,true,LAX,北美洲,美国洛杉矶,146 ms,5554 kB/s
45.62.110.18,27015,true,LAX,北美洲,美国洛杉矶,198 ms,5334 kB/s
162.211.230.184,443,true,AMS,欧洲,荷兰阿姆斯特丹,191 ms,5278 kB/s
216.24.178.78,443,true,LAX,北美洲,美国洛杉矶,144 ms,5270 kB/s
98.142.142.179,587,true,LAX,北美洲,美国洛杉矶,147 ms,5238 kB/s
64.64.239.215,443,true,LAX,北美洲,美国洛杉矶,154 ms,5214 kB/s
212.50.229.19,443,true,SJC,北美洲,美国圣何塞,180 ms,5183 kB/s
64.64.234.51,443,true,LAX,北美洲,美国洛杉矶,174 ms,5060 kB/s
162.211.229.18,443,true,AMS,欧洲,荷兰阿姆斯特丹,191 ms,5042 kB/s
